FIGURA;TITULO;ORDEM;CAMPO;DESCRICAO
COE001008;COE001008 - Straddle Call KO;4;Participação cenário de alta (%);Campo de preenchimento obrigatório. Número indicando percentual a ser aplicado sobre a valorização do ativo subjacente. Formato: Numérico com 4 inteiros e 4 decimais, maior que 0.
COE001008;COE001008 - Straddle Call KO;5;Barreira no Cenário de Alta (%);Campo de preenchimento obrigatório. Indica o percentual a ser aplicado sobre o valor inicial do ativo. Formato: numérico com 4 inteiros e 8 decimais, sempre maior que zero.
COE001008;COE001008 - Straddle Call KO;6;Rebate no Cenário de Alta (%);Campo de preenchimento obrigatório. Indica o percentual a ser aplicado sobre o VFE quando detectado que a cotação for maior que a barreira no período de verificação. Formato: numérico com 4 inteiros e 4 decimais, sempre maior que zero.
COE001008;COE001008 - Straddle Call KO;7;Opções Dependentes;Campo de preenchimento obrigatório Caso selecionado ‘Sim’, em um eventual atingimento de barreira de Knock-out, as opções da estrutura serão desmontadas juntas. Caso selecionado ‘Não’, em um eventual atingimento de barreira de Knock-out , as opções da estrutura serão desmontadas individualmente, permanecendo a exposição para a opção ainda ativa. Campo com as opções: Sim e Não.
COE001008;COE001008 - Straddle Call KO;8;Tipo de Cotação para Verificação de Barreiras no Cenário de Alta;Campo de preenchimento obrigatório. Não preencher se a “Classe do Ativo Subjacente” for igual a “CESTA”. Indicação de qual será a cotação a ser considerada. Campo com as opções: Fechamento, Média, Máximo, Mínimo e Ajuste.
COE001008;COE001008 - Straddle Call KO;9;Período de captura do ativo subjacente para liquidação;Campo de preenchimento obrigatório. Campo com as opções: Data Única, Janela de Datas e Mais Datas. Indica como será formado o fixing no vencimento. Caso o ativo subjacente seja uma Cesta,não é permitido selecionar a opção “Janela de Datas” Se indicado Janela de Datas ou Mais Datas, será obrigatório o preenchimento do campo “Tipo de Fixing para Vencimento”. Caso seja indicado “Mais Datas” as datas serão indicadas na seção “Mais Datas”.
COE001008;COE001008 - Straddle Call KO;10;Data inicial para fixing;"Campo de preenchimento obrigatório, se indicado ""Janela de datas"". Formato: DD/MM/AAAA. Não preencher se a “Classe do Ativo Subjacente” for igual a “CESTA”. É possível escolher uma data maior ou igual à “Data de Emissão” (ou “Emissão a Termo”), e menor que “Data Final para Fixing”."
COE001008;COE001008 - Straddle Call KO;11;Data final para fixing;"Campo de preenchimento obrigatório, se indicado ""Janela de datas"". Formato: DD/MM/AAAA. Não preencher se a “Classe do Ativo Subjacente” for igual a “CESTA”. Esta data deve ser posterior à indicada no campo “Data Inicial para Fixing”, sendo que o prazo máximo de dias entre a “Data Final para Fixing” e o vencimento é de 5 dias úteis e o prazo mínimo entre estas datas é 1 dia útil."
COE001008;COE001008 - Straddle Call KO;12;Data para fixing;"Campo de preenchimento obrigatório, se indicado ""Data única"". Formato: DD/MM/AAAA. Não preencher se a “Classe do Ativo Subjacente” for igual a “CESTA”."
COE001008;COE001008 - Straddle Call KO;13;Tipo de Cotação para Liquidação;Campo de preenchimento obrigatório. Não preencher se a “Classe do Ativo Subjacente” for igual a “CESTA”. Indicação de qual será a cotação a ser considerada na liquidação da operação. Campo com as opções: Fechamento, Média, Máximo, Mínimo e Ajuste.
COE001008;COE001008 - Straddle Call KO;14;Período de Verificação de Barreiras;Campo de preenchimento obrigatório. Campo com as opções: Americana e Europeia. Se indicado “Europeia” apenas a “Data para Fixing” pode ser preenchido. Se indicado “Americana” apenas a “Data Inicial para Verificação” e “Data Final para Verificação” podem ser preenchidos.
COE001008;COE001008 - Straddle Call KO;15;Data Inicial para Verificação;Campo de preenchimento obrigatório, se indicado “Americana”. A partir de D+1 da “Data de Emissão” (ou “Emissão a Termo”) e menor que “Data Final para Verificação” Formato: DD/MM/AAAA.
COE001008;COE001008 - Straddle Call KO;16;Data Final para Verificação;Campo de preenchimento obrigatório, se indicado “Americana”. Essa data deve ser posterior a indicada no campo “Data Inicial para Verificação”, sendo que o prazo mínimo de dias entre as datas deve ser de 1 dia útil. Formato: DD/MM/AAAA.
COE001008;COE001008 - Straddle Call KO;17;Tipo de Fixing para Vencimento;Campo de preenchimento obrigatório quando no campo “Período de captura do ativo subjacente para liquidação” for selecionado “Janela de Datas” ou “Mais Datas” . Campo com os domínios: Máxima no Período, Mínima no Período e Média no Período Indica como será formado o fixing para o vencimento do COE. • Máximo no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a maior cotação do intervalo como fixing do evento. • Mínimo no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a menor cotação do intervalo como fixing do evento. • Média no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a média de todas as cotações do intervalo como fixing do evento.
COE001009;COE001009 - Straddle Put KO;1;Strike 1 (%);Campo de preenchimento obrigatório. Formato: Numérico percentual com 4 inteiros e 8 decimais, maior que 0. Percentual aplicado sobre o Valor Inicial do Ativo Subjacente.
COE001009;COE001009 - Straddle Put KO;2;Quantidade 1;Campo de preenchimento opcional. Informa a quantidade do ativo subjacente que é utilizado no cálculo de ajuste referente ao Strike 1. Formato: Numérico com 8 inteiros e 8 decimais.
COE001009;COE001009 - Straddle Put KO;3;Participação cenário de baixa (%);Campo de preenchimento obrigatório. Número indicando percentual a ser aplicado sobre a desvalorização do ativo subjacente. Formato: Numérico com 4 inteiros e 4 decimais, maior que 0.
COE001009;COE001009 - Straddle Put KO;4;Barreira no Cenário de Baixa (%);Campo de preenchimento obrigatório. Indica o percentual a ser aplicado sobre o valor inicial do ativo subjacente. Formato: numérico com 4 inteiros e 8 decimais, sempre maior que zero.
COE001009;COE001009 - Straddle Put KO;5;Rebate no Cenário de Baixa (%);Campo de preenchimento obrigatório. Indica o percentual a ser aplicado sobre o VFE quando detectado que a cotação for menor ou igual a barreira no período de verificação. Formato: numérico com 4 inteiros e 4 decimais, sempre maior que zero.
COE001009;COE001009 - Straddle Put KO;6;Tipo de Cotação para Verificação de Barreiras no Cenário de Baixa;Campo de preenchimento obrigatório. Não preencher se a “Classe do Ativo Subjacente” for igual a “CESTA”. Indicação de qual será a cotação a ser considerada. Campo com as opções: Fechamento, Média, Máximo, Mínimo e Ajuste.
COE001009;COE001009 - Straddle Put KO;7;Participação cenário de alta (%);Campo de preenchimento obrigatório. Número indicando percentual a ser aplicado sobre a valorização do ativo subjacente. Formato: Numérico com 4 inteiros e 4 decimais, maior que 0.
COE001009;COE001009 - Straddle Put KO;8;Opções Dependentes;Campo de preenchimento obrigatório Caso selecionado ‘Sim’, em um eventual atingimento de barreira de Knock-out, as opções da estrutura serão desmontadas juntas. Caso selecionado ‘Não’, em um eventual atingimento de barreira de Knock-out , as opções da estrutura serão desmontadas individualmente, permanecendo a exposição para a opção ainda ativa. Campo com as opções: Sim e Não.
COE001009;COE001009 - Straddle Put KO;9;Período de captura do ativo subjacente para liquidação;Campo de preenchimento obrigatório. Campo com as opções: Data Única, Janela de Datas e Mais Datas. Indica como será formado o fixing no vencimento. Caso o ativo subjacente seja uma Cesta,não é permitido selecionar a opção “Janela de Datas” Se indicado Janela de Datas ou Mais Datas, será obrigatório o preenchimento do campo “Tipo de Fixing para Vencimento”. Caso seja indicado “Mais Datas” as datas serão indicadas na seção “Mais Datas”.
COE001009;COE001009 - Straddle Put KO;10;Data inicial para fixing;"Campo de preenchimento obrigatório, se indicado ""Janela de datas"". Formato: DD/MM/AAAA. Não preencher se a “Classe do Ativo Subjacente” for igual a “CESTA”. É possível escolher uma data maior ou igual à “Data de Emissão” (ou “Emissão a Termo”), e menor que “Data Final para Fixing”."
COE001009;COE001009 - Straddle Put KO;11;Data final para fixing;"Campo de preenchimento obrigatório, se indicado ""Janela de datas"". Formato: DD/MM/AAAA. Não preencher se a “Classe do Ativo Subjacente” for igual a “CESTA”. Esta data deve ser posterior à indicada no campo “Data Inicial para Fixing”, sendo que o prazo máximo de dias entre a “Data Final para Fixing” e o vencimento é de 5 dias úteis e o prazo mínimo entre estas datas é 1 dia útil."
COE001009;COE001009 - Straddle Put KO;12;Data para fixing;"Campo de preenchimento obrigatório, se indicado ""Data única"". Formato: DD/MM/AAAA. Não preencher se a “Classe do Ativo Subjacente” for igual a “CESTA”."
COE001009;COE001009 - Straddle Put KO;13;Tipo de Cotação para Liquidação;Campo de preenchimento obrigatório. Não preencher se a “Classe do Ativo Subjacente” for igual a “CESTA”. Indicação de qual será a cotação a ser considerada na liquidação da operação. Campo com as opções: Fechamento, Média, Máximo, Mínimo e Ajuste.
COE001009;COE001009 - Straddle Put KO;14;Período de Verificação de Barreiras;Campo de preenchimento obrigatório. Campo com as opções: Americana e Europeia. Se indicado “Europeia” apenas a “Data para Fixing” pode ser preenchido. Se indicado “Americana” apenas a “Data Inicial para Verificação” e “Data Final para Verificação” podem ser preenchidos.
COE001009;COE001009 - Straddle Put KO;15;Data Inicial para Verificação;Campo de preenchimento obrigatório, se indicado “Americana”. A partir de D+1 da “Data de Emissão” (ou “Emissão a Termo”) e menor que “Data Final para Verificação” Formato: DD/MM/AAAA.
COE001009;COE001009 - Straddle Put KO;16;Data Final para Verificação;Campo de preenchimento obrigatório, se indicado “Americana”. Essa data deve ser posterior a indicada no campo “Data Inicial para Verificação”, sendo que o prazo mínimo de dias entre as datas deve ser de 1 dia útil. Formato: DD/MM/AAAA.
COE001009;COE001009 - Straddle Put KO;17;Tipo de Fixing para Vencimento;Campo de preenchimento obrigatório quando no campo “Período de captura do ativo subjacente para liquidação” for selecionado “Janela de Datas” ou “Mais Datas” . Campo com os domínios: Máxima no Período, Mínima no Período e Média no Período Indica como será formado o fixing para o vencimento do COE. • Máximo no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a maior cotação do intervalo como fixing do evento. • Mínimo no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a menor cotação do intervalo como fixing do evento. • Média no período: O sistema irá verificar a cotação de todas as datas do intervalo da “Data fixing” (inclusive) até a “Data Fixing 2” (inclusive) e utilizará a média de todas as cotações do intervalo como fixing do evento.
COE001010;COE001010 - Straddle KO Call_Put;1;Strike 1 (%);Campo de preenchimento obrigatório. Formato: Numérico percentual com 4 inteiros e 8 decimais, maior que 0. Percentual aplicado sobre o Valor Inicial do Ativo Subjacente.
COE001010;COE001010 - Straddle KO Call_Put;2;Quantidade 1;Campo de preenchimento opcional. Informa a quantidade do ativo subjacente que é utilizado no cálculo de ajuste referente ao Strike 1. Formato: Numérico com 8 inteiros e 8 decimais.
